,context,by,when,post
190,bug,"Originally posted by larrymccurdy:Originally posted by Munchkin Peyote Dorito:I don\\\'t think I seen any patch being fetched by the game. I you sure it was downloaded after the update we talking about? Hi it should auto download from steam mines did and my planning tool now works but still looking for more bugs thats not easy it takes hours. You right, seems I missed this update https://steamcommunity.com/app/233450/eventcomments/3969311271674357097I think it happened after I noticed planning bug, so it probably fixed it.",Originally posted by larrymccurdy:,"Originally posted by Munchkin Peyote Dorito:Originally posted by larrymccurdy:Hi it should auto download from steam mines did and my planning tool now works but still looking for more bugs thats not easy it takes hours. You right, seems I missed this update https://steamcommunity.com/app/233450/eventcomments/3969311271674357097I think it happened after I noticed planning bug, so it probably fixed it. HI the planning part is fixed but some are saying that the inmates want work and the janiters are not cleaning i did ask about a beta test for the game they said at this time they dont have it yet but working on it."
191,bug,Originally posted by larrymccurdy:,"Originally posted by Munchkin Peyote Dorito:Originally posted by larrymccurdy:Hi it should auto download from steam mines did and my planning tool now works but still looking for more bugs thats not easy it takes hours. You right, seems I missed this update https://steamcommunity.com/app/233450/eventcomments/3969311271674357097I think it happened after I noticed planning bug, so it probably fixed it. HI the planning part is fixed but some are saying that the inmates want work and the janiters are not cleaning i did ask about a beta test for the game they said at this time they dont have it yet but working on it.","Originally posted by Munchkin Peyote Dorito:Originally posted by larrymccurdy:Hi it should auto download from steam mines did and my planning tool now works but still looking for more bugs thats not easy it takes hours. You right, seems I missed this update https://steamcommunity.com/app/233450/eventcomments/3969311271674357097I think it happened after I noticed planning bug, so it probably fixed it. Hi i just check my prison and the cooks are cooking and inmates are working but my prison is set for the weather part with heaters in my prison."
192,bug,Jul 27 @ 10:12am,Money bug,"Hi Guys, I found a money bug in the game. Where should I send the description ?I mean such ammount of money at the first day https://zapodaj.net/9243efdfa56a3.jpg.html"
193,bug,Jul 24 @ 2:38am,German Language Bug,"Hello,i discovered a bug which changes the game in german language.It\\\'s in the ""Rule Tab""You can automaticlly change the security settings of the inmates my certain disbehavior. You can set ""up"" ""down"" ""low"" ""middel"" ""high"" and so on...but there is the problem. ""up"" means in german ""hoch""""high"" means also ""hoch""so instead of inmates going one security stage up, they are all set to ""high"".\\xc3\\xb6perhaps you might change the wording so the code process as intended.if you need any datafiles just hit me up.a good translation in german for ""up"" would be h\\xc3\\xb6her or hoeher if you can\\\'t use \\xc3\\xb6.Thank you and sorry for my english.... :)"
194,bug,Aug 10 @ 9:42am,Cooks and Kitchens not working as intended - save files,"Hello!We are investigating the bug reports we are seeing about Cooks and Kitchens not working as intended. If you experienced this bug in one of your prisons, we would appreciate it if you could upload the save file on our  Forum [forum.paradoxplaza.com]"
195,bug,456qwejos,"Sep 17, 2019 @ 9:08am ",They didn\\\'t ruin it in fact they fixed many issues with the game that have been bugging me for ages. (snipers with staff keys cctv camera arrows etc)
196,bug,Jul 19 @ 9:44pm,game is broken,"game is glitching out, delivery seems bugged. it only delivers things one or two at a time"
197,bug,#4,Jul 23 @ 9:43am ,Originally posted by Cheeto:game just starts to lag hardeven on pause HI i did some reading on that and users from back in 2015 have had lag with the game with high end gaming computers too so means its the game not a potato computer like every one said i have when i have 200 inmates i dont see a lag it only dose it when you expand the land to bug or add to many inmates i think they need a beta test page.
198,bug,Originally posted by Cheeto:game just starts to lag hardeven on pause HI i did some reading on that and users from back in 2015 have had lag with the game with high end gaming computers too so means its the game not a potato computer like every one said i have when i have 200 inmates i dont see a lag it only dose it when you expand the land to bug or add to many inmates i think they need a beta test page.,#5,"Originally posted by Cheeto:staff needs is bugged, so is canteen HI did you make sure staff needs is checked in F1?"
199,bug,"Yup, recent ""patch"" broke things even further. Doesn\\\'t help that PDX is only focused on making money and don\\\'t seem to care about taking care of the base game.Also have fun trying to plan out your prison, planning tool only lets you see walls; doors, pathways, and objects only show if you do some janky nonsense.Also experiencing the 1-2 items per delivery too, pretty obnoxious when you start to build a large wing of the prison.",Jul 19 @ 10:22pm,"staff needs is bugged, so is canteen"
200,bug,Jul 19 @ 10:22pm,"staff needs is bugged, so is canteen","Originally posted by Cheeto:game is glitching out, delivery seems bugged. it only delivers things one or two at a time HI the planning tool works now try verifi your files then load the game."
201,bug,Jul 15 @ 1:53am,Game won\\\'t start,"Every time I try to open the game, all I get is a black screen with the music in the background, but when I click, the program just stops and closes. Not sure if it\\\'s a game bug or something with me Steam, but help would be really... er... helpful."
202,bug,            ,                Showing 1-2 of 2 comments            ,Shurely a bug. The patch from yesterday brang more than it resolved 
203,bug,Click here to jump to that post.,Originally posted by Ninluc:,"ew bug from yesterday patch, Hourray !(it\\\'s the same with books or shop article.)"
204,bug,Ironlion45,Jul 16 @ 3:45am ,"Originally posted by atti:Originally posted by Ninluc:new bug from yesterday patch, Hourray !(it\\\'s the same with books or shop article.) oh joy. I guess my deliveries are gonna be way too full for a while No, because the delivery system still acts as if it\\\'s delivering stacks.   So you end up getting 1/10th (eg) of what you need.   1-2 staff meals a day come in eg.  Same issue with bleach, shop items, the mail, and probably more similar items."
205,bug,"ew bug from yesterday patch, Hourray !(it\\\'s the same with books or shop article.)",Jul 15 @ 12:54am,"Originally posted by Ninluc:new bug from yesterday patch, Hourray !(it\\\'s the same with books or shop article.) oh joy. I guess my deliveries are gonna be way too full for a while"
206,bug,Jul 20 @ 5:48am,[Bug] Tunnel removal under roads,"Whenever a prisoner digs a tunnel under a road and the tunnel is discovered, my workmen cannot remove the tunnel section. Instead it stays discovered on the road. I haven\\\'t tested it but it might be that it naturally goes away whenever the safe game is reloaded but that isn\\\'t ideal of course.Since I can\\\'t find a place to report bugs, I thought I just share it in here :)"
207,bug,harvey,Jul 14 @ 10:09am,8 bugs I encountered in my current playthrough.
208,bug,Bog21,Jul 20 @ 9:41am ,"Hey dorogil,Can you post a screenshot of your cell block, and your laundry?There are 2 bugs that I know of ATM, one I experienced, and one I red from someone else. I have yet to play with todays update, which could have very well solved the issue, but from the sounds of it the update tried to patch the bug by lowering the need, not fixing the bug themselves.The 2 bugs are:I expeirenced this one, there is no room in the laundry for whatever reason, so they don\\\'t have room to do the laundry, my fix was to go through and manually dump all the clean and dirty laundry so that there would be room in the laundry.The second bug, that I have yet to test is, they do not put clothes on any beds except for the default bed, try replacing all your beds (if they arnt the default bed) with default bedsHope this helps."
209,bug,ealIK17,Jul 20 @ 7:18am ,"My janitors won\\\'t clean certain rooms. I\\\'ve searched the Internet all over for a solution, but nothing worked. It must be a bug. Help \\xf0\\x9f\\x98\\x90."
210,bug,Sep 1 @ 12:49pm,"For the love of god, fix footbridges...","You tell us that footbridges can\\\'t be built over walls and fences. Although I find that an odd choice, sure, since we know, we can live with that.What I personally can\\\'t live with, is that I can\\\'t build a footbridge:1. Alongside a wall or fence, even if it\\\'s just touching 1 tile. you basically need a 1 tile clearance around it to build it.2. ... over a visitor / prisoner / other direction indicator. Like, what?! This better be a bug...I\\\'ve spent over half an hour to figure out what on earth was causing my issues, removing walls, foundations, floors, I\\\'ve tried literally everything until the direction indicators showed up.For those with the same issue: remove the direction indicators, save, load, place bridge."
